Line;Category
العزيمة هي التي تجعلك تتحلى بالإصرار والتفاني في العمل;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تتخطى الصعوبات والنجاح يبدو واضحًا;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تتعلم من الفشل ولا تستسلم;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تتقدم نحو أهدافك بثبات;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تحقق ما يبدو مستحيلاً;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تستمر في الرحلة رغم صعوبتها;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تسعى لتحقيق النجاح بلا توقف;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تنظر إلى المستقبل بتفاؤل;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تواجه الحياة بثقة;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تواصل المحاولة حتى تنجح;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تواصل المضي قدما رغم التحديات;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تواصل المضي قدمًا مهما كانت الظروف;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك تواصل حتى عندما يشعر الجميع بالتعب;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلك لا تضع حدودًا لأحلامك;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلنا نتجاوز حدودنا;العزم والعزيمة وعلو الهمة
العزيمة هي التي تجعلنا نقتحم المجهول بثقة;العزم والعزيمة وعلو الهمة
العزيمة هي التي تحوّل الحلم إلى واقع;العزم والعزيمة وعلو الهمة
العزيمة هي التي تخلق فيك الرغبة في التفوق;العزم والعزيمة وعلو الهمة
العزيمة هي التي تدفعك لتغيير الواقع الذي تعيش فيه;العزم والعزيمة وعلو الهمة
العزيمة هي التي تدفعك للاستمرار في العمل على أهدافك حتى عندما تكون مرهقًا;العزم والعزيمة وعلو الهمة
العزيمة هي التي تدفعك للاستمرار في المسير حتى في الأوقات الصعبة;العزم والعزيمة وعلو الهمة
العزيمة هي التي تدفعك للبقاء عازمًا على النجاح;العزم والعزيمة وعلو الهمة
العزيمة هي التي تدفعك للبقاء مخلصًا لأهدافك حتى في أوقات الشك;العزم والعزيمة وعلو الهمة
العزيمة هي التي تدفعك للتمسك بالأمل حتى في أوقات الشدة;العزم والعزيمة وعلو الهمة
العزيمة هي التي تدفعك للقيام بما لا يستطيع الآخرون فعله;العزم والعزيمة وعلو الهمة
العزيمة هي التي ترفع الإنسان من مكانه;العزم والعزيمة وعلو الهمة
العزيمة هي التي تساعدك على الاستمرار في الكفاح;العزم والعزيمة وعلو الهمة
العزيمة هي التي تساعدك على التحمل في أصعب الأوقات;العزم والعزيمة وعلو الهمة
العزيمة هي التي تساعدك على تحويل التحديات إلى فرص;العزم والعزيمة وعلو الهمة
العزيمة هي التي تساعدك على مواجهة كل المصاعب;العزم والعزيمة وعلو الهمة
العزيمة هي التي تشعرك أن الطريق ليس طويلًا;العزم والعزيمة وعلو الهمة
العزيمة هي التي تصنع الفارق بين الطموحات والإنجازات;العزم والعزيمة وعلو الهمة
العزيمة هي التي تصنع الفارق بين العادي والمميز;العزم والعزيمة وعلو الهمة
العزيمة هي التي تُضئ الطريق في الظلام;العزم والعزيمة وعلو الهمة
العزيمة هي التي تعطيك القدرة على الانتقال من الفشل إلى النجاح;العزم والعزيمة وعلو الهمة
العزيمة هي التي تعطيك القدرة على تحدي أي صعوبة في الطريق;العزم والعزيمة وعلو الهمة
العزيمة هي التي تعطيك القدرة على تحويل الأفكار إلى أفعال;العزم والعزيمة وعلو الهمة
العزيمة هي التي تعطيك القوة للاستمرار بعد كل سقوط;العزم والعزيمة وعلو الهمة
العزيمة هي التي تعطيك القوة للاستمرار رغم كل العواقب;العزم والعزيمة وعلو الهمة
العزيمة هي التي تفتح الأفق أمامك;العزم والعزيمة وعلو الهمة
العزيمة هي التي تفتح لك أبواب النجاح;العزم والعزيمة وعلو الهمة
العزيمة هي التي تفتح لك كل الأبواب المغلقة;العزم والعزيمة وعلو الهمة
العزيمة هي التي تقودك لتحقيق أهدافك مهما كانت المعوقات;العزم والعزيمة وعلو الهمة
العزيمة هي التي تقويك في الأوقات الصعبة;العزم والعزيمة وعلو الهمة
العزيمة هي التي تمنحك القدرة على التفوق في أي مجال;العزم والعزيمة وعلو الهمة
العزيمة هي التي تمنحك القدرة على تحمل الصعاب;العزم والعزيمة وعلو الهمة
العزيمة هي التي تمنحك القدرة على مواجهة التحديات بشجاعة;العزم والعزيمة وعلو الهمة
العزيمة هي التي تمنحك القوة لتجاوز الفشل;العزم والعزيمة وعلو الهمة
العزيمة هي التي تمنحك القوة لتجاوز أي عقبة;العزم والعزيمة وعلو الهمة
العزيمة هي التي تمنحك القوة لتحقيق ما تعتقد أنه مستحيل;العزم والعزيمة وعلو الهمة
العزيمة هي التي تمنحك القوة لتغيير مستقبلك;العزم والعزيمة وعلو الهمة
العزيمة هي الطاقة التي تدفعك للأمام;العزم والعزيمة وعلو الهمة
العزيمة هي القوة التي تجعل الأهداف كبيرة ولكن قابلة للتحقيق;العزم والعزيمة وعلو الهمة
العزيمة هي القوة التي تجعلك تبقى على الطريق الصحيح رغم العثرات;العزم والعزيمة وعلو الهمة
العزيمة هي القوة التي تجعلك تتخطى الفشل;العزم والعزيمة وعلو الهمة
العزيمة هي القوة التي تجعلك تستمر رغم الرياح المعاكسة;العزم والعزيمة وعلو الهمة
العزيمة هي القوة التي تحفزك للوصول إلى أعلى المراتب;العزم والعزيمة وعلو الهمة
العزيمة هي القوة التي تساعدك على التغلب على الفشل;العزم والعزيمة وعلو الهمة
العزيمة هي القوة التي تساعدك على تجاوز أي عائق;العزم والعزيمة وعلو الهمة
العزيمة هي القوة التي تقودك إلى النجاح;العزم والعزيمة وعلو الهمة
العزيمة هي القوة الداخلية التي تدفعك للاستمرار;العزم والعزيمة وعلو الهمة
العزيمة هي الوقود الذي يحركنا لتحقيق الطموحات;العزم والعزيمة وعلو الهمة
العزيمة هي أن ترى في الفشل مجرد خطوة نحو النجاح;العزم والعزيمة وعلو الهمة
العزيمة هي أن تكون مخلصًا لأهدافك مهما كان الثمن;العزم والعزيمة وعلو الهمة
العزيمة هي سلاح المظلومين في وجه الظلم;الظلم
العزيمة هي سلاحك في معركة الحياة;العزم والعزيمة وعلو الهمة
العزيمة هي ما يميزك عن الآخرين في لحظات التحدي;العزم والعزيمة وعلو الهمة
العزيمة هي مفتاح الطريق إلى النجاح;العزم والعزيمة وعلو الهمة
العزيمة هي مفتاح الوصول إلى القمة;العزم والعزيمة وعلو الهمة
العزيمة هي وقود النجاح;العزم والعزيمة وعلو الهمة
العزيمة والنشاط هما سر الإنجاز;النشاط
العش الصغير أدفأ من العش الكبير;القناعة
العش الصغير ادفأ من العش الكبير.;القناعة والرضا
العصبية تعمي القلب والطائفية تسلخ منه الرحمة والعنصرية تحجره والخيانة تميت فيه الإنسانية فما بالك بمن يحمل كل هذا في قلبه - علي إبراهيم الموسوي;الرحمة
العطاء الحقيقي لا ينتظر شيئا في المقابل;نكران الجميل
العطاء بالإيثار يجعل القلب أكثر صفاء ونقاء;الإيثار
العطاء بدون انتظار هو أجمل أنواع الحب;نكران الجميل
العطاء جزء أساسي من المروءة;المروءة
العطاء في الحب لا ينقص منك شيء ولكن يزيدك قدرا;الرفق
العطاء لا يحتاج إلى شروط لكن نكرانه يحتاج إلى توبة;نكران الجميل
العطاء لا يقاس بالكم بل بالنية;المن
العطاء من القلب أفضل طرق المواساة;المواساة
العطاء من شيم الكرام;المن
العطاء هو أجمل أشكال القوة;المن
العطاء هو أفضل استثمار;المن
العطاء هو أقوى سلاح ضد الأنانية;المن
العطاء هو البذور التي تزرع في الأرض;المن
العطاء هو التعبير الحقيقي عن الحب;المن
العطاء هو المقياس الحقيقي للثروة;المن
العطاء هو جزء من الإيمان;المن
العطاء هو جوهر الإنسان;المن
العطاء هو حل لكل مشكلات الحياة;المن
العطاء هو رسالة محبة;المن
العطاء هو روح المجتمع;المن
العطاء هو شكل من أشكال الحب;المن
العطاء هو طاقة إيجابية;المن
العطاء هو قمةالسعادة;التواصي بالخير
العطاء هو قيمة نبيلة;المن
العطاء هو مساعدة الغير للوصول للهدف;المن
العطاء هو مفتاح القلوب;المن
العطاء هو منبع السعادة;المن
العطاء يأتي من القلب القنوع;القناعة
العطاء يثمر السعادة;المن
العطاء يجسد القيم النبيلة;المن
العطاء يجعل الحياة أكثر إشراقا;المن
العطاء يجعل القلب ينمو;المن
العطاء يجعلك أكثر سعادة;المن
العطاء يجلب البركة;المن
العطاء يجلب السعادة للمانح;المن
العطاء يجمع القلوب;المن
العطاء يحقق توازن الحياة;المن
العطاء يخلق الحب ونكران الجميل يخلق الكراهية;نكران الجميل
العطاء يخلق الخير;المن
العطاء يزرع الأمل;المن
العطاء يشبه الشمس يضيء كل شيء;المن
العطاء يشعر المرء بالسعادة;المن
العطاء يشيد جسور العلاقات;المن
العطاء يصنع الفارق;المن
العطاء يضفي سعادة على القلوب;المن
العطاء يضيء الطريق;المن
العطاء يعبر عن العطف والرحمة;المن
العطاء يفتح أبواب السماء;المن
العطاء يقوي الروابط الإنسانية;المن
العطاء يمكن أن يحدث فرقا كبيرا;المن
العطاء ينشر السعادة;المن
العظمة تكمن في التواضع لا في التعالي;التعالي
العظمة في البساطة لا في التعالي;البطر
العظمة في سلوكك وليس في حديثك;التعالي
العفاف زينة الفقر والشكر زينة الغنى;الشكر
العفاف زينة الفقر، والشكر زينة الغنى.;الشكر
العفة زنبقة الفضائل;العفة
العفة في العقل;العفة
العفة والحياء أساس واحترام كل مرأة;الحياء
العفة والشرف من أهم الأخلاق والفضائل التي ينبغي على الإنسان أن يتحلى بها فهي ما تدل على الأخلاق الحسنة للفرد حيث أن العفة تتمثل في الابتعاد عن الرذائل والفواحش بالإضافة إلى قدرة الإنسان على ضبط نفسه عن الشهوات التي تدعوه وتقوده للتمتع بملذات الحياة فالنفس الإنسانية هي من تأمره باتباع السوء فمن حفظ نفسه وصانها وابتعد بها عن الوقوع في المعاصي كان أقرب إلى العفة;العفة
العفو أحسن ما يجزى المسيء به;السماحة
العفو عند الغضب من شيم الكرام;كظم الغيظ
العفو عند المقدرة;السماحة
العفو عند المقدرة من شيم الكرام;الإساءة
العفو عند المقدرة من شيم الكرام.;التسامح
العفو عند المقدرة من شيم الكرام. ;التسامح
العفو عند المقدرة هو أسمى درجات سلامة الصدر وأرقاها;سلامة الصدر
العفو عند المقدرة.;التسامح
العفو والتسامح جزء من سلامة الصدر وهما السبيل إلى الحياة الهانئة;سلامة الصدر
العفو يفسد من اللئيم بقدر ما يصلح من الكريم;الإساءة
العقائد التي يبنيها الحقد يهدمها الانتقام والعقائد التي يبنيها الحب يحميها الإحسان;الحسد
العقائد التي يبنيها الحقد يهدمها الانتقام، والعقائد التي يبنيها الحب يحميها الإحسان. ;الحقد
العقائد المتناقضة لا تبقى متقابلة من غير أن تتصادم عندما تشعر إحداها بقدرتها على قهر الأخرى;الظلم
العقل البديهي هو هبة مقدسة والعقل المعقول هو خادم مثمر لقد اختلقنا مجتمع يحترم الخادم وينسى الهبة المقدسة;الحكمة
العقل البديهي هو هبة مقدسة، والعقل المعقول هو خادم مثمر، لقد اختلقنا مجتمع يحترم الخادم، وينسى الهبة المقدسة.;الحكمة
العقل البشري قوة من قوى النفس لا يستهان بها;الحكمة
العقل البشري قوة من قوى النفس لا يستهان بها.;الشجاعة
العقل البشري قوة من قوى النفس لا يستهان بها.  ;الحكمة
العقل الحكيم يعرف متى يتحدث ومتى يصمت;إفشاء السر
العقل القنوع هو العقل السعيد;القناعة
العقل القوي دائم الأمل ولديه دائما ما يبعث على الأمل;التفاؤل
العقل القوي دائم الأمل، ولديه دائماً ما يبعث على الأمل.;التفاؤل
العقل الهادئ والقلب المنصت ينتجان الحكمة;الإنصات
العقل الواعي هو القادر على احترام الفكرة حتى ولو لم يؤمن بها;الحكمة
العقل الواعي هو القادر على احترام الفكرة حتى ولو لم يؤمن بها.;الاحترام
العقل الواعي هو القادر على احترام الفكرة حتى ولو لم يؤمن بها. ;الاحترام
العقل روح الحرية;الحكمة
العقل روح الحرية.;الحكمة
العقل روح الحرية.  ;الحكمة
العقل كالمظلة- لا يعمل إلا إذا كان مفتوحاً. (توماس ديور);العمل والجد
ﺍﻟﻌﻘﻞ ﻫﻮ ﻣﻜﺎﻧﻪ ﺍﻟﺨﺎﺹ   ﻭﻳﻤﻜﻨﻪ ﻓﻲ ﺣﺪ ﺫﺍﺗﻪ ﺃﻥ ﻳﺼﻨﻊ ﺟﻨﺔ ﻣﻦ ﺟﻬﻨﻢ   ﺟﺤﻴﻢ ﻣﻦ ﺍﻟﺠﻨﺔ;التواضع
العقل يؤدي دوره حين يكون الجو صحوا أما إذا حامت حوله سحب الغضب  فإنه ينسكب ويضعف ويصبح ذليلا تابع للعاطفة العاصفة    سلمان العودة;الغضب
العقل يؤدي دوره حين يكون الجو صحوا أما إذا حامت حوله سحب الغضب فإنه ينسكب ويضعف ويصبح ذليلا تابعا للعاطفة العاصفة;الحلم
العقلاء لا يرفعون أصواتهم لأنهم يدركون أن الحق لا يحتاج إلى صراخ;رفع الصوت
العقلاء يتغافلون ليعيشوا بسلام;التغافل
العقلاء يعرفون أن الإنصات أكثر نفعا من الحديث;الإنصات
العقلاء يعرفون أن التغافل يحفظ لهم السلام;التغافل
العقول البسيطة تصف كل ما يوجد تحت متناولها بأنه عادي;اللامبالاة
العقول الشجاعة دائما تفكر;الشجاعة
العقول العظيمة تعيش في نشاط دائم;النشاط
العقول العظيمة لا تتفاخر;البطر
العلاج المثالي لكل أوجاع القلب هو الضحك وعدم أخذ الذاكرة مأخذ الجد;الهجر
العلاقات الجيدة تبنى على الاحترام لا على الغيبة;الغيبة
العلاقات الصافية تتطلب الطرافة;التعالي
العلاقات المبنية على التجسس لن تدوم طويلا;التجسس
العلاقات الناجحة تتطلب الصدق لا التجسس;التجسس
العلاقات تُبنى على صلة قائمة على المحبة والصدق;الصلة والتواصل
العلاقات تُزهر عندما يكون التواصل صادقًا;الصلة والتواصل
العلاقة الّتي يجب أن يحافظ الإنسان عليها جيدة حتى يضمن الحصول على بيئة جيدة هي العلاقة بين العبد وربّه، إذا كان العبد في طاعة الله فإنه سيلقى بيئة جيّدة وحياة جيّدة.;النظافة
العلاقة الجيدة مع البيئة تضمن الحصول على بيئة نظيفة في حياة الإنسان;النظافة
العلاقة الجيدة مع البيئة تضمن الحصول على بيئة نظيفة في حياة الإنسان.;النظافة
العلاقة الجيدة مع البيئة لأجل الحصول على بيئة جيدة ونظيفة ومستمرة في حياة الإنسان;النظافة
العلاقة الحقيقية تحتاج للإخلاص;التعالي
العلم الأكبر  الهيبة والحياء فإذا ذهبت الهيبة والحياء لم يبق فيه خير;الحياء
العلم الأكبر : الهيبة والحَيَاء ، فإذا ذهبت الهيبة والحَيَاء ، لم يبق فيه خير.;الحياء
العلم الأكبر   الهيبة والحياء  فإذا ذهبت الهيبة والحياء  لم يبق فيه خير;الحياء
العلم الأكبر  الهيبة والحياء  فإذا ذهبت الهيبة والحياء  لم يبق فيه خير;الحياء
العلم العلم له أهمية كبيرة في حياتنا وقد حثتنا الديانات السماوية على طلب العلم فكانت أول كلمة نزلت;الوفاء
العلم بالله يوجب الخضوع والخوف وعدم الخوف دليل على تعطيل القلب من المعرفة والخوف ثمرة العلم والرجاء ثمرة اليقين ومن طمع في الجنة اجتهد في طلبها ومن خاف من النار اجتهد في الهرب منها;الطمع
العلم بالله يوجب الخضوع والخوف وعدم الخوف دليل على تعطيل القلب من المعرفة والخوف ثمرة العلم والرجاء ثمرة اليقين ومن طمع فيالجنةاجتهد في طلبها ومن خاف من النار اجتهد في العرب منها;الطمع
العلم بالله يوجب الخضوع والخوف وعدم الخوف دليل على تعطيل القلب من المعرفة والخوف ثمرة العلم والرجاء ثمرةاليقين ومن طمع في الجنة اجتهد في طلبها ومن خاف من النار اجتهد في العرب منها;الطمع
العلم بالله يوجب الخضوع والخوف، وعدم الخوف دليل على تعطيل القلب من المعرفة، والخوف ثمرة العلم، والرجاء ثمرة اليقين، ومن طمع في الجنة اجتهد في طلبها، ومن خاف من النار اجتهد في العرب منها.;الطمع
العلم بالله يوجب الخضوع والخوف، وعدم الخوف دليل على تعطيل القلب من المعرفة، والخوف ثمرة العلم، والرجاء ثمرة اليقين، ومن طمع في الجنة اجتهد في طلبها، ومن خاف من النار اجتهد في الهرب منها.;الطمع
العلم توصل لعلاج معظم الشرور ولكنه فشل في علاج أسوأ هذه الشرور ألا وهو اللامبالاة تجاه النفس البشرية;اللامبالاة
العلم قد وجد علاجا لمعظم الشرور ولكن لم يعثر عليه لأسوأ شر اللامبالاة من البشر;اللامبالاة
ﺍﻟﻌﻠﻢ ﻟﻴﺲ ﺳﻮﻯ ﺇﻋﺎﺩﺓ ﺗﺮﺗﻴﺐ ﻟﺘﻔﻜﻴﺮﻙ ﺍﻟﻴﻮﻣﻲ;الإعراض عن الجاهلين
العلم هو الخير والجهل هو الشر;اللامبالاة
العلم هو الخير والجهل هو الشر.;فعل الخير
العمر يكسب الخبرة ويكسب العقل الحكمة;الحكمة
العمل أبو اللذة ومصدر السعادة.;العمل والجد
العمل الجاد هو أول خطوة نحو النشاط الفعال;النشاط
العمل الجاد يشعر المخلص بالسعادة;التعالي
العمل الجماعي هو القوة الدافعة للنصرة;النصرة
العمل الشاق يحتاج إلى نشاط متواصل;النشاط
العمل الشريف هو الطريق إلى التقدم;الغش
العمل بجد أفضل من الغش;الغش
العمل بجد أفضل من اللجوء للغش;الغش
العمل بجد يجنبك الحاجة للغش;الغش
العمل بغير إخلاص ولا اقتداء كالمسافر يملأ جرابه رملاً يثقله ولا ينفعه.;الإخلاص
العمل بغير إخلاص ولا اقتداء، كالمسافر يملأ جرابه رملاً يثقله ولا ينفعه.;العمل والجد
العمل بنشاط يجلب الثقة بالنفس;النشاط
العمل في صمت لكن بنشاط هو أفضل استراتيجية;النشاط
العمل لقاء لا شيء، يجعل المرء كسولاً.;العمل والجد
العمل هو الثمن الذي تدفعه مقابل المال.;العمل والجد
العمل هو الثمن تدفعه في مقابل المساحة التي تشغلها على سطح الأرض.;العمل والجد
العمل يبعد عن الانسان ثلاثة شرور: السأم، والرذيلة، والحاجة.  ;العمل والجد
العمل يساعدنا على طرد السموم من الجسم والتي تسبب الكآبة.;العمل والجد
العمل يؤدي الى الإنتاج والابداع وبذلك يساعدنا على سد الحاجات والتطور وتحسين المعيشة.;العمل والجد
العنف ليس حلا بل هو بداية لمشاكل جديدة;العدوان
العنف هو لغة ضعيف والسلام هو لغة الأقوياء;العدوان
العنف يولد العنف;العدوان
العنف يولد العنف لكن الرحمة تنجب الحب والحب يخلق الحب ويقضي على العنف - جلال الخوالدة;الرحمة
العيش الصغير ادفأ من العش الكبير.;القناعة
العيش الصغير دائما ما يكون أدف وأفضل من الكبير;القناعة
العيش بسعادة يتطلب التغافل عن الأمور التافهة;التغافل
العيش ماض فأكرم والديك به والأم أولى بإكرام وإحسان وحسبها الحمل والإرضاع تدمنه أمران بالفضل نالا كل إنسان;البر
العيش ماض فأكرم والديك به والأم بذلك أولىوصانا ربنا سبحانه وتعالى ببر الوالدين وجعل له من الأجر العظيم فما أجملها من عبادة ننال بها أجرا من رب العزةتخير أطيب الكلمات وأحلى العبارات حين تخاطب والديك فقد أمرنا الله تعالى بالإحسان لهماوالداك اللذان تعبا عليك عند الصغار وربياك حتى كبرت وصرت ما أنت عليه الآن يستحقان منك كل الحب والاحترام والإحسانأمرنا الله تعالى بالإحسان في كتابه العزيز وكم هو أمر جميل وخلق حسن فكيف إن كان مع الوالدينإن أصدق ما يحتاجه والديك إن فقدتهما أو فقدت أحدهما كثرة الدعاء فربما يرتفعون إلى أحلى الدرجات في الجنة بدعائكلا تقلل من رأي والدتك أمام الناس ولا حتى أمامها نفسها فإن ذلك من سوء الأدب معها سواء كان ذلك في حضورها أو في غيبتهاعليك أن تمنح والديك قدرا كبيرا من الحب وأن تسمع كلامهم وأن تطيع أوامرهما وأن تحرص كل لحظة على رضاهمالا تغضب والديك وقبل يديهما وكن دائما في خدمتهما صل رحمها وإكرام أصدقاءهما ونفذ عهودهم تنل بذلك أجرا كبيرا من الله تعالىعلينا أن نحرص على طاعة والدينا وتلبية أوامرهما وأن نتواضع لهما كما يجب ونعامله برفق ولين;البر
العيش مع جيران سيئين كعيش في سجن بلا قضبان;سوء الجوار
العين التي لا تبكي لا تستطيع أن تسامح وتمحي الحزن;السماحة
العين بالعين والسن بالسن.;العدل
العين لا ترى إلا الشيء الكبير والشيء الكبير لا يتأتى إلا بصبر كبيروالصبر الكبير تنتجه همة عالية;الصبر
العين لا ترى إلّا الشيء الكبير والشيء الكبير لا يتأتى إلا بصبر كبيروالصبر الكبير تنتجه همة عالية..;الصبر
العين لا ترى إلا الشيء الكبير، والشيء الكبير لا يأتي إلا بصبر كبير، والصبر الكبير تنتجه همة عالية.;الصبر
العين لا تظهر إلا الشيء الكبير والشيء الكبير لا يأتي إلا بصبر كبير والصبر الكبير يأتي بإنجاز عظيم;الصبر
الغاية غير المخطط لها مجرد حلم.;العمل والجد
الغاية غير المخطط لها مجرد حلم. (دوجلاس ماكجريجور);العمل والجد
الغدر كالهواء يدخل إلى منازلنا بمجرد فتح الباب.;الخداع
الغدر من الصفات القاتلة خاصة بالنسبة للأشخاص المقربين من الإنسان الغدار ويجعلهم غير واثقين فيه على الإطلاق;الخيانة
الغدر من الصفات القاتلة، خاصة بالنسبة للأشخاص المقربين من الإنسان الغدار، ويجعلهم غير واثقين فيه على الإطلاق.;النفاق
الغدر هو أحقر الجرائم الإنسانية وأكثرها خسة لأنّ الإنسان يستطيع دائماً أن يفعل ما يريد في مواجهة الآخرين وليس من خلفهم.;الخداع
الغرب رمز الطموح والشرق رمز القناعة;القناعة
الغرب رمز الطموح، والشرق رمز القناعة.;القناعة
الغرب رمز يعبر عن الطموح بينما الشوق هو رمز يعبر عن القناعة;القناعة
الغرض من الحياة البشرية هو الخدمة وإظهار التعاطف والإرادة لمساعدة الآخرين;الرفق
الغرور  ينقص السرور;الكبر
ﺍﻟﻐﺮﻭﺭ ﺍﻟﺴﺎﻓﺮ ﺃﻛﺜﺮ ﻧﺰﺍﻫﺔ ﻣﻦ ﺍﻟﺘﻮﺍﺿﻊ ﺍﻟﻜﺎﺫﺏ;التفاؤل
الغرور أهدر الوقت في التفاهات;البطر
الغرور جريمة علمية قبل أن جريمة أخلاقية فعلى كل إنسان إدراك حجم قبح الغرور;الكبر
الغرور دليل على الذل أكثر منه دليل على الكبر;الكبر
الغرور عدو الروح;البطر
الغرور علامة على الذل أكثر منه على الكبرياء;الذل
الغرور علامة على الذل أكثر منه على الكبرياء.;الغرور
الغرور عندالتعامل مع الآخريندليل على الذل أكثر منه دليل على الكبر;الكبر
الغرور غيمة تكشف القلوب عن معان;البطر
الغرور قد يودي بالمرء إلى الهلاك;الكبر
الغرور قد يؤدي بالمرء إلى الهلاك;الكبر
الغرور قد يؤدي بالمرء إلى الهلاك.;الغرور
الغرور هو إحدى وجه من وجوه العديدة للجهل ولكنه أبشع وجه;الكبر
الغرور هو الرمال المتحركة التي يغرق فيها المنطق;الكبر
الغرور هو المخدر الذي يسكن آلام الغباء.;الغرور
الغرور هي الرمال المتحركة التي يغرق فيها المغرور;الكبر
الغرور هي الرمال المتحركة التي يغرق فيها المنطق;الكبر
الغرور هي الرمال المتحركة التي يغرق فيها المنطق.;الغرور
الغرور هي الرمال المتحركة التييغرق فيها المنطق;الكبر
الغرور والتعالي أكثر شيئين يهدمان في صحة وعقل وتفكير الإنسان ويدمران حياته;الكبر
الغرور والطموح صنعا الثورة أما الحرية فكانت التبرير;الكبر
الغرور والطموح صنعا الثورة، أما الحرية فكانت التبرير.;الغرور
الغرور يجلب لك السقوط;البطر
الغرور يذهب الحكمة.;الغرور
الغرور يزهر لكنه لا يثمر;الكبر
الغرور يزهر، لكنه لا يثمر.;الغرور
الغرور ينتهي بتحطيم النفس;البطر
الغرور ينقص السرور;الكبر
الغرور يوقعك في مصائد العداوة;البطر
الغش أحيانا هو أبو الربح  والربح ليس دائما ابن الغش;الغش
الغش أحيانا هو أبو الربح والربح ليس دائما ابن الغش;الغش
الغش أحياناً هو أبو الربح، والربح ليس دائماً ابن الغش.;الغش
الغش خيانة للأمانة التي كلف الإنسان بحملها;الغش
الغش دليل ضعف الإيمان;الغش
الغش دليل على دناءة النفس وخبثها فلا يفعله إلا كل دنيء نفس هانت عليه فأوردها مورد الهلاك والعطب;الغش
الغش دليل على دناءة النفس وخبثها، فلا يفعله الا كل دنيء نفس هانت عليه فأوردها مورد الهلاك والعطب.;الغش
الغش دليل على دناءة النفس وخبثها، فلا يفعله إلّا كل دنيء نفس هانت عليه فأوردها مورد الهلاك والعطب.;الغش
الغش سبب من أسباب الفرقة بين المسلمين;الغش
الغش صفة سيئة وفيها تضيع القيم وتضيع الجهود هباء;الغش
الغش صفة سيئة وفيها تضيع القيم وتضيع الجهود هباءً.;الغش
الغش طريق موصل للنار;الغش
الغش ظاهرة وسلوك مرفوض يسعى إليه بعض الأشخاص لتحقيق كسب مادي أو معنوي من أجل إشباع احتياجاتهم;الغش
الغش ظاهرة وسلوك مرفوض يسعى إليه بعض الأشخاص لتحقيق كسب مادي أو معنوي من أجل إشباع احتياجاتهم.;الغش
الغش علامة ضعف والصدق علامة قوة;الغش
الغش في التجارة ينهي الثقة;الغش
الغش في الدين كالغش في التجارة;الغش
الغش فيه أكل أموال الناس بالباطل;الغش
الغش كلمة نستعملها لخداع الآخرين، لإيهامهم بأننا أكثر عمقاً منهم.;الغش
الغش لا يبني ثقة;الغش
الغش لا يجدي نفعا في النهاية;الغش
الغش لا يخفي العيوب;الغش
الغش لا يرضي الضمير;الغش
الغش لا يفيد شيئا فهو لا يخدع إلا مرة واحدة;الغش
الغش لا يفيد شيئاً فهو لا يخدع إلا مرة واحدة.;الغش
الغش لا يفيد شيئاً فهو لا يخدع إلّا مرةً واحدة.;الغش
الغش ليس طريقا للنصر;الغش
الغش من أسباب عدم إجابة الدعاء لأن صاحبه يأكل المال الحرام;الغش
الغش هو الخداع في كل شيء;الغش
الغش هو باب مغلق على السعادة;الغش
الغش هو تخلي عن القيم;الغش
الغش هو زيف للحياة;الغش
الغش هو سلوك ضعيف;الغش
الغش هو عدم احترام للنفس;الغش
الغش هو كسر الثقة;الغش
الغش هو هروب من المسؤولية;الغش
الغش والخداع شيمة الحمقى الذين لا يملكون عقلاً كافياً ليكونوا صرحاء.;الغش
الغش والخداع لا يزدهران لأنها إذا ازدهرا فلن يجرؤ أحد على تسميتهم بأسمائهم الحقيقية;الغش
الغش والخداع لا يزدهران، لأنّها إذا ازدهرا فلن يجرؤ أحد على تسميتهم بأسمائهم الحقيقية.;الغش
الغش يأخذ منك أكثر مما يعطيك;الغش
الغش يتطلب جهدا أكبر من الصدق;الغش
الغش يجعل الطريق أكثر وعورة;الغش
الغش يجعل القلب قاسيا;الغش
الغش يجعل المستقبل مظلما;الغش
الغش يجعل النجاح هشا;الغش
الغش يجلب العار لصاحبه;الغش
الغش يجلب الفوضى;الغش
الغش يخرج أجيالا فاشلة غير قادرة على تحمل المسؤولية;الغش
الغش يخلق عدم الاستقرار;الغش
الغش يدمر الاحترام;الغش
الغش يدمر الأخلاق;الغش
الغش يدمر العلاقات;الغش
الغش يدمر ثقة المجتمع;الغش
الغش يسبب الإحباط;الغش
الغش يسبب الفساد;الغش
الغش يسرق الراحة النفسية;الغش
الغش يسقط المظاهر;الغش
